Date,Open,High,Low,Close,Adj Close,Volume,MA for 10 days,MA for 20 days,MA for 50 days
2018-04-27,52.29999923706055,52.474998474121094,51.27949905395508,51.502498626708984,51.502498626708984,32396000,52.617899322509764,51.83072490692139,
2018-04-30,51.5004997253418,51.849998474121094,50.842498779296875,50.86650085449219,50.86650085449219,33426000,52.51464958190918,51.85787487030029,
2018-05-01,50.68299865722656,51.923500061035156,50.410499572753906,51.865501403808594,51.865501403808594,28558000,52.330399703979495,51.9176248550415,
2018-05-02,51.404998779296875,52.01945114135742,51.14350128173828,51.21900177001953,51.21900177001953,32062000,52.09189987182617,51.91572494506836,
2018-05-03,50.95000076293945,51.48374938964844,50.31449890136719,51.18600082397461,51.18600082397461,36302000,51.77200012207031,51.90550003051758,
2018-05-04,50.845001220703125,52.425498962402344,50.845001220703125,52.410499572753906,52.410499572753906,38774000,51.64825019836426,52.008424949646,
2018-05-07,52.46149826049805,53.08399963378906,52.35499954223633,52.739498138427734,52.739498138427734,29322000,51.58494987487793,52.10677490234375,
2018-05-08,52.926998138427734,53.02750015258789,52.35725021362305,52.695499420166016,52.695499420166016,24354000,51.75459976196289,52.16244983673096,
2018-05-09,52.904998779296875,54.27199935913086,52.8182487487793,54.13800048828125,54.13800048828125,40656000,52.0625,52.31942481994629,
2018-05-10,54.30149841308594,55.02199935913086,54.28200149536133,54.878501892089844,54.878501892089844,28860000,52.35015029907227,52.482074928283694,
2018-05-11,54.68000030517578,55.06650161743164,54.545501708984375,54.91299819946289,54.91299819946289,25074000,52.691200256347656,52.654549789428714,
2018-05-14,55.0,55.537498474121094,54.955501556396484,55.0099983215332,55.0099983215332,30362000,53.10555000305176,52.81009979248047,
2018-05-15,54.5,54.502498626708984,53.673500061035156,53.96149826049805,53.96149826049805,29898000,53.3151496887207,52.822774696350095,
2018-05-16,53.865501403808594,54.4635009765625,53.8129997253418,54.0885009765625,54.0885009765625,21946000,53.602099609375,52.84699974060059,
2018-05-17,53.99449920654297,54.34349822998047,53.67499923706055,53.929500579833984,53.929500579833984,20876000,53.87644958496094,52.824224853515624,
2018-05-18,53.09299850463867,53.49700164794922,53.034000396728516,53.31800079345703,53.31800079345703,31304000,53.96719970703125,52.807724952697754,
2018-05-21,53.702999114990234,54.400001525878906,53.682498931884766,53.979000091552734,53.979000091552734,20464000,54.09114990234375,52.83804988861084,
2018-05-22,54.178001403808594,54.329498291015625,53.33449935913086,53.48649978637695,53.48649978637695,21800000,54.170249938964844,52.96242485046387,
2018-05-23,53.256500244140625,54.03900146484375,53.08549880981445,53.984500885009766,53.984500885009766,21214000,54.154899978637694,53.10869998931885,
2018-05-24,53.95000076293945,54.02349853515625,53.307498931884766,53.96200180053711,53.96200180053711,15336000,54.06324996948242,53.20670013427734,
2018-05-25,53.95100021362305,54.12799835205078,53.688751220703125,53.78300094604492,53.78300094604492,17988000,53.950250244140626,53.32072525024414,
2018-05-29,53.24449920654297,53.66849899291992,52.76100158691406,53.01599884033203,53.01599884033203,37302000,53.75085029602051,53.42820014953613,
2018-05-30,53.1515007019043,53.46049880981445,52.84149932861328,53.38999938964844,53.38999938964844,22770000,53.69370040893555,53.504425048828125,
2018-05-31,53.37799835205078,54.859500885009766,53.37799835205078,54.2495002746582,54.2495002746582,61766000,53.70980033874512,53.65594997406006,
2018-06-01,54.967498779296875,56.0,54.92499923706055,55.974998474121094,55.974998474121094,48432000,53.91435012817383,53.89539985656738,
2018-06-04,56.11650085449219,57.09450149536133,56.100250244140625,56.964500427246094,56.964500427246094,37792000,54.27900009155273,54.123099899291994,
2018-06-05,57.04949951171875,57.28689956665039,56.65950012207031,56.983001708984375,56.983001708984375,33560000,54.5794002532959,54.33527507781982,52.7668000793457
2018-06-06,57.10850143432617,57.150001525878906,56.28715133666992,56.84400177001953,56.84400177001953,33964000,54.91515045166015,54.5427001953125,52.85047012329102
2018-06-07,56.566001892089844,56.79100036621094,55.82600021362305,56.19300079345703,56.19300079345703,30400000,55.13600044250488,54.64545021057129,52.96923011779785
2018-06-08,55.909000396728516,56.333499908447266,55.60749816894531,56.04349899291992,56.04349899291992,25816000,55.344150161743165,54.70370006561279,53.08554008483887
2018-06-11,55.93000030517578,56.862998962402344,55.93000030517578,56.4995002746582,56.4995002746582,21586000,55.615800094604495,54.78302516937256,53.18374008178711
2018-06-12,56.55350112915039,56.989498138427734,56.53675079345703,56.965999603271484,56.965999603271484,18240000,56.010800170898435,54.880825233459475,53.31659004211426
2018-06-13,57.055999755859375,57.32500076293945,56.66899871826172,56.739498138427734,56.739498138427734,30128000,56.34575004577637,55.019725227355956,53.43796997070312
2018-06-14,57.192501068115234,57.77349853515625,57.03200149536133,57.60599899291992,57.60599899291992,26868000,56.68139991760254,55.19560012817383,53.564949951171876
2018-06-15,57.44300079345703,57.67100143432617,57.174251556396484,57.612998962402344,57.612998962402344,42450000,56.84519996643066,55.379775047302246,53.68939994812012
2018-06-18,57.182498931884766,58.71549987792969,57.179500579833984,58.67300033569336,58.67300033569336,28274000,57.01604995727539,55.647525024414065,53.855819931030275
2018-06-19,57.92499923706055,58.563499450683594,57.70050048828125,58.40299987792969,58.40299987792969,32420000,57.158049774169925,55.86872501373291,54.00842994689941
2018-06-20,58.765499114990234,59.314300537109375,58.45800018310547,58.492000579833984,58.492000579833984,32970000,57.322849655151366,56.11900005340576,54.14662994384766
2018-06-21,58.74250030517578,58.864749908447266,57.61159896850586,57.882999420166016,57.882999420166016,24762000,57.49184951782227,56.31392498016358,54.28431991577148
2018-06-22,57.957000732421875,58.12485122680664,57.362998962402344,57.77399826049805,57.77399826049805,26220000,57.66489944458008,56.50452480316162,54.40728988647461
2018-06-25,57.18000030517578,57.195499420166016,55.638999938964844,56.240501403808594,56.240501403808594,43146000,57.63899955749512,56.6273998260498,54.50282989501953
2018-06-26,56.400001525878906,56.660499572753906,55.832950592041016,55.92300033569336,55.92300033569336,31264000,57.53469963073731,56.77274990081787,54.583309936523435
2018-06-27,56.06700134277344,56.591800689697266,55.180999755859375,55.19900131225586,55.19900131225586,25878000,57.380649948120116,56.86319999694824,54.613129959106445
2018-06-28,55.10449981689453,56.115501403808594,54.800498962402344,55.71099853515625,55.71099853515625,21448000,57.19114990234375,56.93627490997314,54.655269927978516
2018-06-29,56.0,56.41135025024414,55.75,55.782501220703125,55.782501220703125,26302000,57.00810012817383,56.926650047302246,54.68321998596191
2018-07-02,54.95000076293945,56.400001525878906,54.689998626708984,56.37300109863281,56.37300109863281,24346000,56.778100204467776,56.89707508087158,54.737720031738284
2018-07-03,56.79100036621094,56.79100036621094,55.000999450683594,55.144500732421875,55.144500732421875,13580000,56.45225028991699,56.80515003204346,54.7731600189209
2018-07-05,55.5265007019043,56.375,55.42399978637695,56.2135009765625,56.2135009765625,21334000,56.22440032958984,56.77362499237061,54.87745002746582
2018-07-06,56.17900085449219,57.04650115966797,56.03684997558594,57.00849914550781,57.00849914550781,19922000,56.13695030212402,56.81439990997315,54.99644004821777
2018-07-09,57.42399978637695,57.73350143432617,57.17100143432617,57.70249938964844,57.70249938964844,18180000,56.129800415039064,56.89734992980957,55.1104500579834
2018-07-10,57.8489990234375,57.97949981689453,57.47949981689453,57.641998291015625,57.641998291015625,15968000,56.26995010375977,56.95447483062744,55.23324005126953
2018-07-11,57.22949981689453,58.214500427246094,57.04999923706055,57.69499969482422,57.69499969482422,22400000,56.44715003967285,56.99092483520508,55.369810028076174
2018-07-12,57.99449920654297,59.22050094604492,57.796749114990234,59.17399978637695,59.17399978637695,25038000,56.84464988708496,57.11264991760254,55.51597999572754
2018-07-13,59.25,59.770851135253906,59.0,59.441001892089844,59.441001892089844,24438000,57.21765022277832,57.204400062561035,55.680419998168944
2018-07-16,59.46950149536133,59.54999923706055,58.9640007019043,59.19300079345703,59.19300079345703,21114000,57.55870018005371,57.28340015411377,55.84055999755859
2018-07-17,58.611000061035156,60.152000427246094,58.529998779296875,59.939998626708984,59.939998626708984,32208000,57.91539993286133,57.34675006866455,55.991149978637694
2018-07-18,59.827999114990234,60.224998474121094,59.516998291015625,59.79399871826172,59.79399871826172,27872000,58.380349731445314,57.416300010681155,56.132239990234375
2018-07-19,59.54999923706055,60.0,59.16600036621094,59.347999572753906,59.347999572753906,25534000,58.693799591064455,57.45909996032715,56.26528999328613
2018-07-20,59.347999572753906,59.84299850463867,59.21099853515625,59.24549865722656,59.24549865722656,24948000,58.91749954223633,57.527224922180174,56.36743995666504
2018-07-23,59.050498962402344,60.324501037597656,59.04999923706055,60.275001525878906,60.275001525878906,52384000,59.174749755859374,57.65227508544922,56.47536994934082
2018-07-24,63.12950134277344,63.29999923706055,61.77799987792969,62.40399932861328,62.40399932861328,66364000,59.65094985961914,57.96044998168945,56.62518997192383
2018-07-25,61.95650100708008,63.292999267578125,61.95650100708008,63.185001373291016,63.185001373291016,42556000,60.19995002746582,58.32355003356933,56.78869003295898
2018-07-26,62.54999923706055,63.488548278808594,62.45100021362305,63.416500091552734,63.416500091552734,48112000,60.6242000579834,58.73442497253418,56.97779006958008
2018-07-27,63.54999923706055,63.69449996948242,61.54999923706055,61.92499923706055,61.92499923706055,42612000,60.87259979248047,59.045125007629395,57.134520034790036
2018-07-30,61.4005012512207,61.74580001831055,60.57350158691406,60.98699951171875,60.98699951171875,36998000,61.05199966430664,59.30534992218018,57.275670013427735
2018-07-31,61.0004997253418,61.379398345947266,60.279998779296875,60.862998962402344,60.862998962402344,32894000,61.14429969787598,59.52984981536865,57.42656997680664
2018-08-01,61.400001525878906,61.673500061035156,60.510501861572266,61.0004997253418,61.0004997253418,31344000,61.264949798583984,59.822649765014646,57.566999969482424
2018-08-02,60.29499816894531,61.49399948120117,60.239498138427734,61.307498931884766,61.307498931884766,30626000,61.46089973449707,60.07734966278076,57.723419952392575
2018-08-03,61.48099899291992,61.5,60.75299835205078,61.18550109863281,61.18550109863281,21792000,61.654899978637694,60.286199760437015,57.86743995666504
2018-08-06,61.25,61.30440139770508,60.78984832763672,61.23849868774414,61.23849868774414,21634000,61.75124969482422,60.462999725341795,58.01296989440918
2018-08-07,61.849998474121094,62.55849838256836,61.80849838256836,62.111000061035156,62.111000061035156,29880000,61.72194976806641,60.68644981384277,58.17952987670898
2018-08-08,62.02349853515625,62.82500076293945,61.90039825439453,62.28049850463867,62.28049850463867,27406000,61.631499481201175,60.915724754333496,58.36481986999512
2018-08-09,62.494998931884766,62.777099609375,62.300498962402344,62.45500183105469,62.45500183105469,16972000,61.535349655151364,61.07977485656738,58.546119918823244
2018-08-10,62.150001525878906,62.284751892089844,61.599998474121094,61.88050079345703,61.88050079345703,22174000,61.53089981079101,61.20174980163574,58.69873992919922
2018-08-13,61.8489990234375,62.46364974975586,61.68204879760742,61.7504997253418,61.7504997253418,19946000,61.60724983215332,61.32962474822998,58.814249954223634
2018-08-14,61.759498596191406,62.29349899291992,61.25550079345703,62.10499954223633,62.10499954223633,26962000,61.731449890136716,61.43787479400635,58.91705993652344
2018-08-15,61.4630012512207,61.762001037597656,60.47549819946289,60.71900177001953,60.71900177001953,36576000,61.703300094604494,61.484124946594235,58.99177993774414
2018-08-16,61.23649978637695,61.29999923706055,60.127498626708984,60.324501037597656,60.324501037597656,26864000,61.60500030517578,61.53295001983643,59.0613899230957
2018-08-17,60.10150146484375,60.45100021362305,59.4119987487793,60.04800033569336,60.04800033569336,27792000,61.49125022888184,61.57307510375976,59.13848991394043
2018-08-20,60.250999450683594,60.54999923706055,59.731300354003906,60.38850021362305,60.38850021362305,17416000,61.406250381469725,61.57875003814697,59.22538993835449
2018-08-21,60.400001525878906,60.862998962402344,60.0177001953125,60.08100128173828,60.08100128173828,24112000,61.20325050354004,61.46260013580322,59.297019958496094
2018-08-22,60.0,60.59199905395508,59.95000076293945,60.36650085449219,60.36650085449219,17748000,61.01185073852539,61.32167510986328,59.36502998352051
2018-08-23,60.356998443603516,61.06399917602539,60.21200180053711,60.26900100708008,60.26900100708008,19852000,60.79325065612793,61.16430015563965,59.43562004089355
2018-08-24,60.441001892089844,61.08250045776367,60.31795120239258,61.032501220703125,61.032501220703125,18932000,60.70845069885254,61.11967525482178,59.50415008544922
2018-08-27,61.380001068115234,62.15449905395508,61.28580093383789,62.090999603271484,62.090999603271484,23126000,60.742500686645506,61.174875259399414,59.5937100982666
2018-08-28,62.06449890136719,62.12725067138672,61.43450164794922,61.557498931884766,61.557498931884766,26080000,60.68775062561035,61.20960025787353,59.65140007019043
2018-08-29,61.872501373291016,62.53300094604492,61.81795120239258,62.46500015258789,62.46500015258789,25978000,60.86235046386719,61.28282527923584,59.73264007568359
2018-08-30,62.21149826049805,62.6817512512207,61.62950134277344,61.95600128173828,61.95600128173828,26628000,61.02550048828125,61.315250396728516,59.801920089721676
2018-08-31,61.749000549316406,61.93299865722656,60.56425094604492,60.90950012207031,60.90950012207031,36328000,61.111650466918945,61.30145034790039,59.86245010375976
2018-09-04,60.2135009765625,60.64950180053711,59.625,59.849998474121094,59.849998474121094,36620000,61.05780029296875,61.23202533721924,59.903970108032226
2018-09-05,59.689998626708984,59.95050048828125,58.099998474121094,59.32400131225586,59.32400131225586,41226000,60.982100296020505,61.092675399780276,59.96564010620117
2018-09-06,59.314998626708984,59.314998626708984,57.599998474121094,58.571998596191406,58.571998596191406,37770000,60.80265007019043,60.90725040435791,60.018620071411135
2018-09-07,57.93349838256836,58.76300048828125,57.860748291015625,58.24150085449219,58.24150085449219,28026000,60.59990005493164,60.69657535552979,60.07947006225586
2018-09-10,58.609500885009766,58.72700119018555,58.00550079345703,58.231998443603516,58.231998443603516,22308000,60.31984977722168,60.51415023803711,60.129890060424806
2018-09-11,58.08150100708008,58.933998107910156,57.8120002746582,58.86800003051758,58.86800003051758,24186000,59.997549819946286,60.3700252532959,60.1916000366211
2018-09-12,58.63600158691406,58.93050003051758,57.917999267578125,58.14099884033203,58.14099884033203,25910000,59.65589981079101,60.17182521820068,60.226959991455075
2018-09-13,58.5369987487793,58.93050003051758,58.14250183105469,58.76649856567383,58.76649856567383,28624000,59.28604965209961,60.0742000579834,60.29939994812012
2018-09-14,58.95500183105469,59.0212516784668,58.416500091552734,58.62649917602539,58.62649917602539,18880000,58.95309944152832,59.98929996490479,60.34765991210938
2018-09-17,58.50699996948242,58.86199951171875,57.701499938964844,57.8025016784668,57.8025016784668,26130000,58.642399597167966,59.877025032043456,60.363539962768556
2018-09-18,57.85449981689453,58.80400085449219,57.85449981689453,58.06100082397461,58.06100082397461,24072000,58.46349983215332,59.760650062561034,60.37070999145508
2018-09-19,58.249000549316406,58.660499572753906,57.729000091552734,58.554500579833984,58.554500579833984,23828000,58.38654975891113,59.68432502746582,60.38896003723144
2018-09-20,58.9995002746582,59.49449920654297,58.667999267578125,59.34349822998047,59.34349822998047,24508000,58.46369972229004,59.633174896240234,60.42193000793457
2018-09-21,59.599998474121094,59.61050033569336,58.301998138427734,58.304500579833984,58.304500579833984,88112000,58.46999969482422,59.53494987487793,60.40454002380371
2018-09-24,57.85850143432617,58.900001525878906,57.34550094604492,58.66849899291992,58.66849899291992,25420000,58.51364974975586,59.41674976348877,60.38908996582031
2018-09-25,58.807498931884766,59.34400177001953,58.400001525878906,59.23249816894531,59.23249816894531,19554000,58.550099563598636,59.27382469177246,60.38987991333008
2018-09-26,59.25749969482422,59.71149826049805,58.738250732421875,59.02450180053711,59.02450180053711,29246000,58.63844985961914,59.14717483520508,60.37156997680664
2018-09-27,59.33649826049805,60.10499954223633,59.18149948120117,59.731998443603516,59.731998443603516,25216000,58.73499984741211,59.01052474975586,60.370329971313474
2018-09-28,59.59349822998047,59.77050018310547,59.224998474121094,59.673500061035156,59.673500061035156,27612000,58.83969993591309,58.896399688720706,60.3768399810791
2018-10-01,59.99449920654297,60.494998931884766,59.51499938964844,59.765499114990234,59.765499114990234,27152000,59.03599967956543,58.8391996383667,60.38723999023438
2018-10-02,59.54800033569336,60.49800109863281,59.33150100708008,60.00550079345703,60.00550079345703,33758000,59.23044967651367,58.846974754333495,60.381849975585936
2018-10-03,60.25,60.320499420166016,59.69150161743164,60.147499084472656,60.147499084472656,25124000,59.38974952697754,58.888149642944335,60.33671997070312
2018-10-04,59.76649856567383,59.8754997253418,57.77880096435547,58.40950012207031,58.40950012207031,44190000,59.296349716186526,58.88002471923828,60.24120994567871
2018-10-05,58.375,58.67499923706055,57.25600051879883,57.86750030517578,57.86750030517578,23686000,59.2526496887207,58.86132469177246,60.13022994995117
2018-10-08,57.50550079345703,58.400001525878906,56.36819839477539,57.44850158691406,57.44850158691406,38648000,59.130649948120116,58.82214984893799,60.04069999694824
2018-10-09,57.307498931884766,57.717498779296875,56.87860107421875,56.941001892089844,56.941001892089844,26174000,58.90150032043457,58.7257999420166,59.959780044555664
2018-10-10,56.55400085449219,56.60850143432617,54.05649948120117,54.06100082397461,54.06100082397461,53514000,58.40515022277832,58.52180004119873,59.82374008178711
2018-10-11,53.64699935913086,55.31999969482422,53.41350173950195,53.965999603271484,53.965999603271484,58980000,57.82855033874512,58.281775093078615,59.683050079345705
2018-10-12,55.400001525878906,55.75,54.320098876953125,55.50400161743164,55.50400161743164,42026000,57.411600494384764,58.12565021514892,59.56698013305664
2018-10-15,55.445499420166016,55.672298431396484,54.45000076293945,54.61249923706055,54.61249923706055,27448000,56.8963005065918,57.96615009307861,59.4355200958252
2018-10-16,55.22949981689453,56.21099853515625,55.125,56.06399917602539,56.06399917602539,38570000,56.50215034484863,57.86630001068115,59.33203010559082
2018-10-17,56.323001861572266,56.449501037597656,55.109500885009766,55.78450012207031,55.78450012207031,29344000,56.0658504486084,57.72779998779297,59.20550010681152
2018-10-18,56.09199905395508,56.09199905395508,53.85449981689453,54.39849853515625,54.39849853515625,41890000,55.664750289916995,57.48055000305176,59.047860107421876
2018-10-19,54.66849899291992,55.518001556396484,54.38750076293945,54.823001861572266,54.823001861572266,25352000,55.36030044555664,57.30647506713867,58.89522010803223
2018-10-22,55.15299987792969,55.61149978637695,54.54999923706055,55.05799865722656,55.05799865722656,30284000,55.12125015258789,57.12595005035401,58.758770065307615
2018-10-23,54.044498443603516,55.394500732421875,53.5,55.18450164794922,55.18450164794922,36974000,54.94560012817383,56.9235502243042,58.62745010375976
2018-10-24,55.212501525878906,55.305999755859375,52.4370002746582,52.535499572753906,52.535499572753906,39648000,54.79305000305176,56.59910011291504,58.436060104370114
2018-10-25,53.589500427246094,55.54899978637695,53.477500915527344,54.778499603271484,54.778499603271484,50916000,54.87430000305176,56.35142517089844,58.31725006103515
2018-10-26,51.85150146484375,55.326499938964844,51.704498291015625,53.57350158691406,53.57350158691406,83752000,54.68125,56.04642524719238,58.18223007202148
2018-10-29,54.12350082397461,54.85200119018555,49.791500091552734,51.00400161743164,51.00400161743164,77614000,54.32040023803711,55.608350372314455,58.00135009765625
2018-10-30,50.42300033569336,51.8745002746582,50.037498474121094,51.81050109863281,51.81050109863281,64254000,53.89505043029785,55.198600387573244,57.829790115356445
2018-10-31,52.990501403808594,54.59700012207031,52.849998474121094,53.8385009765625,53.8385009765625,50596000,53.70045051574707,54.88315048217773,57.70494010925293
2018-11-01,53.790000915527344,54.19874954223633,53.12300109863281,53.5,53.5,29640000,53.61060066223145,54.63767547607422,57.567610092163086
2018-11-02,53.686500549316406,54.14875030517578,52.730499267578125,52.88949966430664,52.88949966430664,36780000,53.41725044250488,54.38877544403076,57.42002006530762
2018-11-05,52.75,52.923500061035156,51.0620002746582,52.00450134277344,52.00450134277344,48828000,53.11190071105957,54.11657543182373,57.23946006774902
2018-11-06,51.9739990234375,53.21725082397461,51.903499603271484,52.79050064086914,52.79050064086914,24666000,52.872500610351565,53.909050369262694,57.05345008850097
2018-11-07,53.45000076293945,54.77299880981445,53.29499816894531,54.669498443603516,54.669498443603516,41168000,53.085900497436526,53.93947525024414,56.91569007873535
2018-11-08,54.569000244140625,54.66350173950195,53.61024856567383,54.119998931884766,54.119998931884766,29764000,53.02005043029785,53.94717521667481,56.74879005432129
2018-11-09,53.699501037597656,53.77799987792969,52.65549850463867,53.307498931884766,53.307498931884766,26864000,52.99345016479492,53.837350082397464,56.57582000732422
2018-11-12,53.06949996948242,53.10599899291992,51.54999923706055,51.93149948120117,51.93149948120117,29436000,53.08619995117188,53.703300094604494,56.396259994506835
2018-11-13,52.16450119018555,52.83024978637695,51.557498931884766,51.8025016784668,51.8025016784668,30274000,53.08540000915527,53.49022521972656,56.23531005859375
2018-11-14,52.5,52.72819900512695,51.54999923706055,52.18299865722656,52.18299865722656,31318000,52.91984977722168,53.310150146484375,56.09249000549316
2018-11-15,52.23550033569336,53.592498779296875,51.5890007019043,53.23550033569336,53.23550033569336,36722000,52.89339981079102,53.25200023651123,55.9857600402832
2018-11-16,52.97050094604492,53.349998474121094,52.44900131225586,53.074501037597656,53.074501037597656,33162000,52.911899948120116,53.1645751953125,55.88242004394531
2018-11-19,52.86000061035156,53.03950119018555,50.8129997253418,51.0,51.0,37172000,52.81144981384277,52.96167526245117,55.73778007507324
2018-11-20,50.0,51.58700180053711,49.80099868774414,51.28799819946289,51.28799819946289,48982000,52.66119956970215,52.76685009002686,55.58618003845215
2018-11-21,51.8380012512207,52.428001403808594,51.673500061035156,51.88050079345703,51.88050079345703,30686000,52.3822998046875,52.73410015106201,55.460970077514645
2018-11-23,51.5,51.87950134277344,51.11994934082031,51.194000244140625,51.194000244140625,13830000,52.08969993591309,52.554875183105466,55.309520111083984
2018-11-26,51.91749954223633,52.46549987792969,51.695499420166016,52.430999755859375,52.430999755859375,38856000,52.00205001831055,52.49775009155273,55.185610122680664
2018-11-27,52.04999923706055,52.87900161743164,51.92449951171875,52.22050094604492,52.22050094604492,36064000,52.03095016479492,52.5585750579834,55.07397010803223
2018-11-28,52.4379997253418,54.34199905395508,51.78799819946289,54.311500549316406,54.311500549316406,49508000,52.281850051879886,52.683625030517575,54.998980102539065
2018-11-29,53.80400085449219,54.712249755859375,53.79999923706055,54.415000915527344,54.415000915527344,29378000,52.50505027770996,52.71245002746582,54.91619010925293
2018-11-30,54.45349884033203,54.778499603271484,53.89400100708008,54.721500396728516,54.721500396728516,51604000,52.65365028381348,52.77352504730224,54.82375015258789
2018-12-03,56.15700149536133,56.23249816894531,55.183250427246094,55.32149887084961,55.32149887084961,39824000,52.87835006713867,52.895125007629396,54.764090118408205
2018-12-04,55.15599822998047,55.22100067138672,52.499000549316406,52.54100036621094,52.54100036621094,46904000,53.032450103759764,52.92194995880127,54.641540145874025
2018-12-06,51.7130012512207,53.560001373291016,51.53850173950195,53.436500549316406,53.436500549316406,55384000,53.24730033874512,52.954249954223634,54.525620193481444
2018-12-07,53.0004997253418,53.76300048828125,51.42499923706055,51.82899856567383,51.82899856567383,42024000,53.242150115966794,52.81222496032715,54.38171012878418
2018-12-10,51.752498626708984,52.42250061035156,51.16450119018555,51.977500915527344,51.977500915527344,36154000,53.320500183105466,52.70510005950928,54.22662017822265
2018-12-11,52.824501037597656,53.029998779296875,51.992000579833984,52.587501525878906,52.587501525878906,27894000,53.336150360107425,52.66910018920898,54.08490020751953
2018-12-12,53.400001525878906,54.08250045776367,53.13949966430664,53.183998107910156,53.183998107910156,30476000,53.43250007629395,52.73172512054443,53.95327018737793
2018-12-13,53.403499603271484,53.987998962402344,52.69649887084961,53.095001220703125,53.095001220703125,26596000,53.31085014343262,52.79635009765625,53.815060195922854
2018-12-14,52.499000549316406,53.130001068115234,52.03950119018555,52.10499954223633,52.10499954223633,33732000,53.07985000610351,52.79245014190674,53.65421020507812
2018-12-17,51.8754997253418,52.657501220703125,50.39500045776367,50.826499938964844,50.826499938964844,47708000,52.69034996032715,52.672000122070315,53.502550201416014
2018-12-18,51.304500579833984,52.4739990234375,51.071998596191406,51.43550109863281,51.43550109863281,43850000,52.30175018310547,52.59005012512207,53.37391021728516
2018-12-19,51.699501037597656,53.099998474121094,50.40250015258789,51.1505012512207,51.1505012512207,49586000,52.16270027160645,52.597575187683105,53.24795021057129
2018-12-20,50.90650177001953,51.71099853515625,49.81800079345703,50.47050094604492,50.47050094604492,53470000,51.8661003112793,52.55670032501221,53.11854019165039
2018-12-21,50.76499938964844,51.20100021362305,48.68450164794922,48.97700119018555,48.97700119018555,91920000,51.58090057373047,52.411525344848634,53.01686019897461
2018-12-24,48.69499969482422,50.176998138427734,48.50550079345703,48.81100082397461,48.81100082397461,31806000,51.26425056457519,52.29237537384033,52.91376022338867
2018-12-26,49.45050048828125,52.0,49.150001525878906,51.972999572753906,51.972999572753906,47466000,51.2028003692627,52.26947536468506,52.84314018249512
2018-12-27,50.85749816894531,52.19449996948242,49.849998474121094,52.194000244140625,52.194000244140625,42196000,51.10380058288574,52.268150329589844,52.79477020263672
2018-12-28,52.48099899291992,52.77799987792969,51.654998779296875,51.854000091552734,51.854000091552734,28296000,50.9797004699707,52.14527530670166,52.71057022094727
2018-12-31,52.54800033569336,52.6349983215332,51.179500579833984,51.78049850463867,51.78049850463867,29866000,50.94725036621094,52.013550186157225,52.630490188598635
